User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Sleep_Hours,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours,Work_Productivity_Score,Stress_Level
11932,29,Female,Student,iOS,4.4,2.5,8.8,32,4,8,9.8,1.2
11933,30,Female,Freelancer,Android,4.7,4,7.8,34,0,9.1,7.7,4.2
11934,36,Female,Business Owner,Android,7.8,3.2,7,27,0,4.6,5.8,6.6
11935,42,Female,Student,iOS,6.9,4.1,6.3,7,1,12,5.9,6.1
11936,48,Male,Freelancer,Android,7.2,2,6,24,1,7.3,4.6,7.7
11937,54,Female,Student,Android,7.1,1.5,6,33,1,8.7,7.3,5.4
11938,42,Male,Professional,Android,7.3,2.7,6.5,22,3,8.6,4.9,6
11939,33,Male,Student,iOS,7.7,1,9.4,35,1,8.7,6.7,3.5
11940,55,Male,Student,iOS,3.9,2.3,9.1,8,2,5.1,8.4,2.7
11941,60,Female,Freelancer,Android,7.8,1.7,6.7,31,1,5.3,7,4.6
11942,40,Male,Freelancer,iOS,2.3,2.4,7.6,16,2,5,10,1.2
11943,31,Female,Freelancer,Android,6.6,2.9,7.8,38,1,8.4,6.6,4.4
11944,23,Female,Student,iOS,5.6,3.4,6.7,10,2,2.2,6.4,3.7
11945,42,Female,Freelancer,iOS,7.6,0.8,6.2,37,4,8.5,8.7,5.1
11946,40,Male,Student,iOS,7.2,0.8,7.7,11,2,6.6,6.1,3.8
11947,60,Female,Professional,Android,2.7,3.2,7.6,38,2,6.8,9.5,1
11948,29,Female,Student,Android,4.2,3.5,7.6,38,4,8.3,6.5,4.1
11949,30,Male,Business Owner,iOS,5.2,1.2,7,33,1,4.4,8.1,4.2
11950,53,Male,Professional,iOS,8.1,2.2,7.8,11,1,5,5,4.5
11951,56,Male,Professional,iOS,6.8,1.9,5,7,1,4.1,5.4,6.6
11952,51,Female,Professional,iOS,3.4,3,5.9,11,2,1.1,9.5,3.7
11953,23,Female,Professional,iOS,5.2,2,6.8,20,0,5.6,7.4,4.2
11954,55,Female,Professional,Android,8.1,3.3,7.5,29,4,4.4,7.3,5
11955,57,Male,Professional,Android,1.7,2.3,6.4,30,2,7,10,1
11956,25,Female,Freelancer,iOS,5.1,1.5,6.9,6,3,6.2,8.9,4.7
11957,25,Female,Student,iOS,5.2,1.3,5,17,2,7.8,8.3,4.5
11958,57,Female,Freelancer,Android,4.7,5,6.5,26,2,4.8,7.1,5.2
11959,50,Male,Freelancer,Android,4.6,4.7,8.1,36,0,8.8,7.4,5.9
11960,51,Male,Freelancer,iOS,3.3,2.7,6.2,8,2,4.3,8.9,3.8
11961,32,Male,Business Owner,Android,4.5,1.9,8.2,13,1,8,8.6,3
11962,53,Female,Business Owner,Android,7.8,3,5.1,13,1,7.3,5.5,6.2
11963,52,Female,Student,Android,5.8,3,7.6,33,2,6.9,8.4,4
11964,39,Male,Freelancer,Android,5,3.2,6.8,20,3,5.1,9.8,2.6
11965,40,Male,Freelancer,Android,6.5,4.7,6.4,31,5,6.2,7.1,5.9
11966,57,Female,Professional,Android,6.1,0.4,7.9,14,2,7.6,5.1,4.6
11967,39,Male,Professional,Android,1.2,3.1,8.9,13,3,8.2,10,2.3
11968,22,Male,Business Owner,Android,6.9,3.9,6.5,10,1,8.1,6.6,6.8
11969,48,Male,Student,Android,7.7,1.6,6.2,25,5,7.1,7.8,4.8
11970,30,Male,Professional,Android,8.4,3.3,4.8,34,2,1.8,5.9,7.3
11971,45,Male,Business Owner,Android,5.4,3.3,5.6,32,3,7.2,9,3.8
11972,37,Male,Professional,Android,5,4.1,8.1,13,3,3.3,8.7,3.7
11973,50,Female,Student,iOS,3.4,1.7,8,26,2,4.8,8.9,3.4
11974,33,Other,Business Owner,iOS,6.9,1.6,8.4,21,1,6,8.4,3.4
11975,46,Male,Business Owner,iOS,6.3,4.4,5.8,19,1,8.6,7.7,4.8
11976,40,Male,Freelancer,Android,3.8,4.3,7.6,18,1,7,8.3,3.4
11977,41,Male,Freelancer,Android,5.4,1.9,6.5,17,0,5.6,6.7,4.3
11978,51,Male,Professional,Android,7.6,2.7,6.1,27,2,6,6.8,5.8
11979,24,Female,Freelancer,Android,6.9,2.6,5.6,30,1,4.4,6,8.1
11980,55,Male,Student,iOS,6.4,2.8,7.1,28,1,6.7,7.6,5.6
11981,54,Male,Professional,iOS,5.4,1,7.9,31,0,6.1,8.4,2.8
11982,21,Female,Student,Android,7.4,0.5,7.6,26,5,6.7,5.8,5.6
11983,51,Female,Professional,iOS,5.8,4.4,5.8,29,3,4.4,7.9,3.8
11984,59,Male,Student,iOS,5.4,1.8,7.7,14,1,7.1,8.4,2.9
11985,39,Male,Student,iOS,5,3.1,6,6,0,9.6,6.6,4.4
11986,22,Female,Professional,Android,2.3,1.1,5.3,35,3,10.9,10,3.2
11987,59,Male,Professional,Android,3,1.9,6.3,17,2,6.9,8.3,3.6
11988,40,Male,Freelancer,iOS,7.4,2.8,6.5,31,3,6.9,3.9,5.4
11989,32,Female,Professional,Android,3.1,1.5,7.2,19,3,4.9,10,1.6
11990,48,Male,Student,Android,7.4,0.2,7,16,3,5.8,8.3,3.9
11991,26,Female,Professional,iOS,4.6,0.4,8.5,34,2,3.7,8.2,1.4
11992,60,Female,Student,Android,8.4,2.1,4.9,12,1,5.2,5.8,6.6
11993,42,Male,Business Owner,Android,5.3,2.8,6.4,35,4,4.2,8.6,3.7
11994,42,Female,Freelancer,Android,5.8,2.9,8,23,3,9.4,8.2,2.9
11995,38,Female,Business Owner,Android,3.6,2.2,6,9,2,1.7,7.1,5.4
11996,26,Male,Student,Android,3.4,2,8.7,13,4,8.5,7.8,2.5
11997,55,Male,Professional,iOS,2,1.7,7,10,4,7.1,10,1.6
11998,39,Female,Student,Android,3.3,3,6.5,35,0,2.6,9.2,1.7
11999,60,Female,Professional,iOS,5.3,2.2,6.4,37,2,6.6,7.7,4.8
12000,40,Male,Student,Android,4.3,4.4,5.9,18,0,9.8,7.3,2.8
12001,21,Male,Freelancer,Android,6.9,2.8,5.2,11,1,5.9,7.2,4.9
12002,46,Female,Student,Android,4.8,2.8,6.7,19,0,5.1,6.4,3.3
12003,32,Female,Student,Android,8.9,1.6,7.4,7,3,3.6,7.5,4.8
12004,18,Female,Student,Android,4.5,3.1,9.6,25,0,4.5,10,1
12005,47,Female,Professional,Android,1,2.2,9,9,5,4.1,10,1.4
12006,46,Male,Professional,Android,4.8,1,5.6,25,4,5,9.6,2.2
12007,37,Other,Student,Android,5,2.2,6.6,7,4,7,8.2,3.6
12008,50,Male,Professional,iOS,6.1,3.2,5.9,13,3,7.9,6,5.1
12009,58,Female,Freelancer,Android,5.8,0.2,8.1,13,3,9.3,7.2,4.7
12010,53,Male,Professional,iOS,6.1,3.2,7.6,35,3,7.1,7.5,4.1
12011,39,Female,Professional,Android,5.2,3,8.9,30,2,5.9,7.5,4.7
12012,30,Female,Professional,iOS,4.8,1.5,7,16,2,5.6,8.2,2.9
12013,24,Female,Professional,Android,4.2,4.2,7.7,37,2,3.3,8.6,2.2
12014,25,Female,Student,iOS,5,2.4,6.6,20,1,5.2,6.6,4.1
12015,45,Female,Student,Android,4.6,1.9,8.5,14,3,8.8,8.9,2.7
12016,60,Male,Business Owner,Android,7.3,3.4,8.6,19,3,5.4,4.7,5.5
12017,26,Male,Professional,Android,7.9,2.8,7.7,39,3,6.4,5,5.8
12018,42,Female,Student,Android,3.9,3.7,7.1,12,1,8.7,9.9,2.3
12019,33,Female,Professional,iOS,7.8,1.2,5.7,7,1,7.3,6.4,7
12020,27,Male,Business Owner,Android,8.7,1.2,7,29,3,5.8,6.7,6.5
12021,28,Male,Student,Android,5.6,3.1,8.3,5,2,8.1,7.9,4.8
12022,48,Female,Student,Android,8.4,2.5,5.7,25,1,7.6,4.2,5.5
12023,29,Male,Business Owner,Android,8.9,5.8,8.7,32,3,4.7,6.4,6.2
12024,48,Female,Freelancer,Android,7.5,2,5.6,12,4,4.4,6,6.3
12025,31,Male,Professional,Android,7.2,2.4,6.7,23,1,7.8,7.8,4.8
12026,49,Female,Professional,iOS,5.7,4.3,6.7,13,2,4.3,7.3,3.1
12027,34,Female,Professional,iOS,6.3,3.8,7.2,12,2,5.6,4.6,4.6
12028,52,Female,Professional,Android,5,2.2,7.1,5,2,7.2,7.5,2.3
12029,18,Male,Student,Android,4.4,2.6,6.8,34,0,5.4,7.6,5.3
12030,46,Female,Freelancer,iOS,5.5,0.2,5.2,5,5,4.9,5.9,3.6
12031,21,Male,Professional,Android,7.5,2.7,7.4,21,0,7.7,7.3,5.4
12032,40,Female,Freelancer,iOS,8.3,0.2,6.4,36,2,7.8,6.6,4.5
12033,45,Male,Freelancer,Android,4.6,3.8,7,9,2,5.5,7.6,3.2
12034,33,Female,Student,Android,6.2,5.6,7.3,36,2,4.1,7.3,5.2
12035,29,Female,Professional,Android,6.9,3,9,34,2,6.2,7.5,3.5
12036,38,Male,Student,Android,5.1,2.7,7.7,15,1,6.2,8.4,1.8
12037,34,Other,Professional,iOS,5.7,2,7.1,11,3,9,7.4,3.5
12038,57,Male,Professional,Android,3.9,1.4,8.2,37,2,6.1,9.2,1.6
12039,30,Female,Business Owner,iOS,4.3,2.7,7.1,38,5,7.4,9.8,2.3
12040,49,Male,Freelancer,iOS,6.2,2.3,5.3,7,7,7.5,6.2,4.9
12041,54,Male,Student,Android,4.4,1.6,8.1,29,2,8.5,9.4,1.4
12042,32,Female,Professional,Android,7.6,2.8,4,37,2,11,7.1,5.8
12043,29,Male,Student,iOS,7.1,3,7.8,7,2,5.3,6.4,4.4
12044,32,Male,Professional,Android,4.9,2.8,8.2,18,3,7.5,8.3,1.8
12045,51,Male,Student,iOS,3.9,3.1,7.7,28,3,7.4,9,1.9
12046,23,Female,Freelancer,iOS,3.9,3,6.9,22,0,8.9,9.5,1.9
12047,34,Male,Professional,Android,4.5,2.2,5.6,14,0,6.2,7,4
12048,37,Female,Freelancer,Android,6.1,3.1,6.8,25,0,6.4,8.1,4.7
12049,26,Female,Student,Android,5.7,3,5.5,23,1,3.2,8.5,4.6
12050,22,Male,Student,iOS,7.9,2.8,5.6,18,1,5.8,6.8,7
12051,40,Male,Freelancer,Android,8,2.7,6.4,14,2,5.5,7.3,5.5
12052,50,Female,Freelancer,Android,4.4,2.1,6.2,39,1,8,7.2,3.2
12053,55,Female,Student,iOS,6.4,1.7,4.4,35,3,5.4,7.6,5.4
12054,31,Female,Professional,Android,4.5,3.8,6.3,13,2,6.6,9,2
12055,34,Female,Student,iOS,6.3,2.2,8.6,33,1,5.2,7.7,6.3
12056,36,Male,Student,Android,7.4,3.6,8.6,38,1,6.3,6.5,4.9
12057,50,Female,Professional,Android,1.1,1.5,6.3,7,1,6.5,10,1.6
12058,18,Male,Business Owner,Android,5.1,0.6,6.6,24,1,5.3,7,6.1
12059,30,Male,Professional,Android,4.6,4,9.1,6,2,6.6,7.3,1
12060,44,Male,Professional,iOS,1.2,2.3,6.8,25,4,3.8,10,1.6
12061,23,Female,Student,Android,3.3,1.6,5.1,6,2,5.8,8.2,2.8
12062,23,Female,Student,iOS,4.1,1.9,5,30,1,9.2,8.2,3.5
12063,50,Other,Student,iOS,4.4,2.9,7.5,18,5,9.9,9,4.2
12064,47,Female,Student,iOS,5.5,0.5,8.3,20,0,8.9,9,1.4
12065,52,Other,Student,Android,6.9,2.2,5.4,18,4,6.8,6.9,5.5
12066,40,Male,Freelancer,iOS,3.6,3.1,6.3,23,1,9.1,9.7,3
12067,27,Female,Student,Android,8,0.2,7.4,23,3,7.5,4.5,7
12068,36,Male,Student,Android,6.6,2.1,7.7,12,1,4.7,7.4,4.1
12069,45,Female,Professional,Android,5.5,2.8,9,33,1,8.8,6.7,5.2
12070,40,Male,Business Owner,Android,7.4,2.9,7.7,15,3,3.6,7.3,3.4
12071,21,Male,Professional,Android,7.5,1.4,7.6,28,0,3.5,6,6.7
12072,37,Female,Student,Android,5.2,0.6,8,13,0,7.3,5.9,2.8
12073,36,Other,Professional,Android,8.2,3.4,6.6,33,3,6.9,5.1,6.7
12074,59,Female,Freelancer,iOS,5.1,3.5,8.4,14,2,5.4,7.8,3.6
12075,44,Male,Student,Android,6.2,3.3,4.2,32,5,7.9,8.2,5.5
12076,51,Female,Student,Android,5.2,3.3,7.3,16,2,6.3,9.2,2.6
12077,21,Male,Professional,Android,4.5,0.9,7.7,17,1,8.6,8.7,3.5
12078,55,Female,Professional,iOS,7.9,4.3,6.2,12,5,7.7,5.4,5.3
12079,24,Female,Professional,iOS,8.5,0.9,7.7,21,3,8.7,4,7
12080,24,Female,Professional,Android,5.6,0.2,4.9,28,2,6.5,7.8,5
12081,43,Female,Student,Android,8.4,0.6,5.7,31,1,8.8,3.7,6.4
12082,43,Female,Professional,Android,6.1,2.4,6.5,5,1,6.5,7.5,4.1
12083,36,Female,Professional,Android,3.3,0.2,5.4,17,0,5.9,8.3,3.6
12084,26,Male,Business Owner,iOS,7.8,2.8,7.1,24,2,8.3,6,6.6
12085,37,Female,Professional,Android,6.9,1.2,6.1,16,1,7,6.2,5.2
12086,59,Male,Freelancer,iOS,4.6,0.9,6.4,11,2,10,7.3,5.7
12087,33,Female,Professional,Android,6.2,1.9,7.2,33,3,3.1,6.9,5.1
12088,34,Female,Student,Android,5.3,2.7,6.3,11,4,5.8,9.8,2.6
12089,39,Male,Professional,Android,7,3.2,6.5,38,1,6.6,5.3,6.9
12090,30,Female,Freelancer,Android,6.5,3.8,7.2,30,2,7,6.2,5.7
12091,29,Male,Professional,Android,5,1.2,9.6,23,2,5.8,9.8,1.9
12092,27,Female,Freelancer,Android,7.2,2.5,8.1,17,3,6.4,5.7,5.7
12093,18,Male,Business Owner,Android,3,1.2,5.9,38,2,9.3,10,2
12094,49,Male,Student,iOS,3.4,3.1,6,35,1,2.1,7.7,5
12095,47,Male,Business Owner,Android,4.5,2.7,7.9,14,2,8,10,3.2
12096,25,Male,Student,Android,5.6,4.1,7.5,19,2,7.4,6.3,6.1
12097,38,Male,Business Owner,Android,7.2,2.9,8,11,3,7.5,6.4,3.3
12098,39,Male,Student,Android,2.3,1.5,6.8,17,2,7.4,10,1
12099,35,Male,Professional,Android,6.5,3.1,6.2,16,3,5.7,7.1,4.2
12100,19,Female,Freelancer,iOS,3.1,2.2,9.1,32,1,6.4,10,2
12101,26,Female,Freelancer,Android,6.3,3.8,8.2,20,5,8.6,6.7,4.1
12102,20,Male,Professional,Android,7,2.6,4.9,23,5,7.6,4.7,5.3
12103,43,Female,Student,Android,5.4,3.4,7.9,12,0,3.6,8,3.6
12104,38,Male,Freelancer,iOS,4.2,1.3,7.7,12,1,6.5,7.1,3.9
12105,47,Female,Professional,Android,5.9,2.4,6.5,34,3,8.4,8.1,2.7
12106,45,Female,Student,Android,5,2.6,6.8,11,0,5.4,7.5,4.1
12107,53,Male,Professional,Android,5.2,0.2,8.1,37,0,10.4,9.7,3
12108,43,Female,Student,iOS,5.2,2.4,7.7,25,1,4,8.7,4
12109,51,Female,Business Owner,Android,4.3,3,5.8,25,2,5.4,9.3,3
12110,25,Male,Freelancer,Android,6.4,0.5,8,15,1,6.5,7.9,5.8
12111,27,Male,Freelancer,Android,6.9,1.3,5.2,17,2,5.9,4.4,7
12112,60,Female,Student,iOS,6.1,2.3,7.2,14,5,7.9,8.7,3.5
12113,31,Female,Professional,iOS,4.9,0.3,6.5,15,3,10.1,6.5,5.9
12114,57,Male,Student,Android,6.4,3.4,7.1,8,4,6.5,8.1,5.4
12115,32,Female,Professional,iOS,1.4,3.8,7.9,33,4,7.2,10,1.4
12116,34,Female,Freelancer,Android,5.3,2.5,5.9,38,4,9.6,7.2,4.1
12117,35,Male,Freelancer,iOS,8.4,2.9,8.3,36,2,8.8,6.3,5
12118,49,Female,Business Owner,iOS,6.9,3.3,6.7,6,3,6.3,6.9,4
12119,55,Female,Professional,iOS,5.7,2.1,7.1,35,3,8.5,8.5,3.7
12120,40,Male,Professional,Android,6.4,1,7.7,8,0,4.1,7.8,3.4
12121,40,Female,Professional,Android,7.6,3.4,7.5,29,1,9.8,5.7,6.9
12122,52,Male,Freelancer,iOS,4.4,4,6,19,1,6.9,7.6,4.3
12123,56,Male,Professional,iOS,5.1,2.6,4.4,26,2,5.8,8.8,4.1
12124,32,Male,Professional,iOS,5.1,2.9,7.2,25,2,9.3,8.5,3
12125,41,Female,Professional,iOS,4.1,1.8,6,5,2,7.2,8.9,4.3
12126,45,Female,Freelancer,Android,7.6,3.2,7.3,10,2,5.9,5.7,6
12127,33,Female,Professional,Android,7.9,3.9,7.8,5,0,5.8,5.5,6.1
12128,33,Female,Student,Android,4.1,2.8,6.4,14,4,8.5,9.6,4.2
12129,57,Male,Business Owner,iOS,7.8,3.8,7.1,8,1,2.8,5.6,4.9
12130,56,Female,Professional,iOS,5.1,2.5,7.1,9,2,9.4,8,4.2
12131,23,Male,Freelancer,iOS,4.6,0.3,7.4,20,2,9.2,8.2,3.4
12132,19,Female,Professional,iOS,5.7,1.4,5.4,37,1,3.9,5.4,5.3
12133,30,Female,Professional,iOS,3.7,4.3,7.8,36,2,4.5,7,2.2
12134,26,Male,Business Owner,Android,5.8,2.9,6.9,27,2,5.1,8.5,3.2
12135,51,Female,Professional,Android,5.7,1.9,5.2,15,1,4.3,8.6,4.7
12136,34,Female,Student,Android,7.9,3.1,7.1,37,2,9.2,5.2,6.6
12137,44,Male,Business Owner,Android,3.8,2.3,6.7,22,3,9.3,8.5,3.5
12138,46,Female,Business Owner,Android,3.5,2.5,7.9,30,2,6,8.5,4.1
12139,54,Female,Student,Android,5.7,0.6,5.2,37,2,4.1,6.2,7.8
12140,60,Female,Business Owner,iOS,5.4,2.9,5.7,33,1,2.3,9.4,3.8
12141,39,Male,Professional,Android,6.5,3,5.9,23,4,7.3,6.1,7.3
12142,41,Male,Student,Android,5.6,4.6,7.2,14,2,5.9,7.2,5
12143,24,Other,Business Owner,Android,6.9,1.7,6,34,1,9.5,4.1,5.1
12144,51,Female,Student,Android,6.3,2.3,8.1,25,3,10.5,7.1,4.4
12145,29,Female,Professional,iOS,8.9,3.4,6.2,25,0,6.5,4.5,5.1
12146,40,Male,Freelancer,Android,6.6,2.9,7.2,14,4,8.1,6.9,3.4
12147,32,Male,Freelancer,Android,5.4,3.1,8.6,29,1,7.8,7.3,3.4
12148,50,Female,Student,iOS,5.2,2.7,5.2,13,4,5.2,10,3.6
12149,30,Male,Professional,iOS,5.5,1.7,8,34,2,8.5,9.4,3.1
12150,40,Other,Student,Android,7.3,1.8,6.3,11,2,4,6.9,4.5
12151,55,Male,Student,Android,5.2,4.8,6.1,35,6,6.3,7.5,4.5
12152,49,Male,Business Owner,Android,5.4,2.8,7.5,29,1,6.5,8.6,3.4
12153,52,Male,Freelancer,Android,5.9,2.9,7.9,7,5,8.4,7.4,5.1
12154,18,Female,Professional,iOS,7.6,2.3,7,16,1,8,6.4,7.1
12155,22,Female,Freelancer,iOS,5.1,0.8,6.3,27,2,3.3,7.4,4.2
12156,30,Other,Student,Android,5.2,2.2,7.6,8,2,5.9,8.8,3.6
12157,22,Male,Freelancer,Android,6.1,3.7,5.7,15,2,8.3,6.6,4.9
12158,49,Male,Professional,Android,5.2,2,3.5,25,1,9.3,7.1,5.1
12159,38,Female,Professional,Android,5.1,2,7,22,3,7.2,6.4,5.6
12160,41,Female,Student,iOS,6.6,0.6,6.2,18,3,5.1,5.7,4.5
12161,35,Male,Student,Android,7.2,0.6,9,9,2,3.7,8.1,5
12162,38,Male,Student,iOS,7.6,3.9,6.7,17,0,7.4,4.7,5.6
12163,27,Male,Student,Android,5.4,4.1,9.9,15,1,7.3,8.1,2.6
12164,41,Female,Student,Android,4.7,2.3,7.8,32,0,10,9,2.3
12165,57,Female,Professional,Android,6.9,3.4,8.9,24,2,9,5.1,3.6
12166,38,Female,Freelancer,Android,6.1,5,8.5,33,3,6.6,7.1,4.3
12167,42,Male,Student,Android,7.2,2.3,8.2,28,5,6.6,5.8,4.9
12168,40,Female,Student,iOS,2.8,2.6,7.9,36,1,6.8,10,1.8
12169,39,Male,Freelancer,Android,6.9,1.8,7.8,36,2,5.7,4.8,6.4
12170,21,Male,Student,Android,8.2,4.6,7.8,38,3,4.9,4.8,6.4
12171,51,Female,Professional,iOS,7.1,2.1,5.3,35,3,7.3,5.3,5.6
12172,23,Female,Student,Android,6.7,3.5,7.6,5,1,11,8.9,4.5
12173,45,Male,Professional,Android,6.6,2.8,7.3,6,4,10.4,8,4.7
12174,48,Female,Student,Android,2,2.1,8,37,2,7.6,9.9,1
12175,52,Female,Freelancer,Android,7.6,1.4,7.6,15,1,9.3,5.1,5.4
12176,56,Male,Student,iOS,4.4,2.1,9.6,15,1,4.7,8.9,2
12177,59,Female,Professional,Android,3.7,1.4,6.9,12,3,4.4,9.5,1.3
12178,40,Female,Professional,Android,6.7,3.3,6,5,0,4.2,6.5,4.4
12179,23,Female,Business Owner,iOS,5.3,0.8,7.4,12,4,5.3,6.2,4.5
12180,33,Female,Professional,iOS,2.8,2.4,6.5,39,5,4.3,9.3,3.7
12181,19,Female,Student,Android,4.9,3.7,7.4,9,3,7.7,9.6,1.4
12182,41,Male,Professional,iOS,4.9,3.9,7.2,37,2,7.4,9.4,3
12183,34,Female,Professional,Android,5.1,2.2,7.8,26,3,1.7,10,3.2
12184,18,Female,Student,iOS,2,2.7,8.8,19,1,7,10,1
12185,23,Female,Professional,Android,6.7,1.7,5.8,16,5,6.9,7.3,5.8
12186,22,Male,Student,iOS,4.7,0.8,7.9,28,0,8.6,10,2.7
12187,46,Female,Professional,Android,4.5,2.9,9.7,23,1,2.9,10,1.5
12188,29,Female,Student,iOS,3.8,1.9,6.5,25,2,4.9,9.2,4.3
12189,56,Female,Student,iOS,7.3,2.6,7.2,38,5,7,6,5.4
12190,20,Male,Professional,Android,4.8,2.9,6.6,5,5,4.8,7.8,3.8
12191,18,Female,Freelancer,iOS,2,2.3,5.2,14,1,4.6,10,1
12192,44,Male,Student,Android,1.4,0.2,5.7,14,3,9.1,10,1.7
12193,41,Female,Business Owner,Android,3.3,1.9,8.1,13,2,8,10,1
12194,36,Male,Student,Android,7.5,3.1,7.4,37,3,5.8,5.3,4.2
12195,25,Female,Student,Android,7.4,2.1,8.2,38,1,4.8,7,3.8
12196,19,Male,Freelancer,iOS,5.2,2.9,5.7,20,2,6.3,7.7,4.2
12197,47,Female,Professional,iOS,3.8,3.2,8.3,17,1,4.4,8.7,2.8
12198,47,Female,Professional,Android,7.7,4.2,8.4,20,1,7,6.6,5
12199,56,Male,Freelancer,Android,5.8,1.8,7.4,36,1,7.1,6.9,3.3
12200,49,Male,Business Owner,Android,4.1,2.2,8.7,13,0,4.7,9.8,2.8
12201,18,Other,Student,Android,6.2,2.8,7,26,3,9.2,8.4,3.1
12202,55,Female,Professional,Android,6.7,4.7,7.1,30,3,6.9,7.1,4.3
12203,30,Male,Professional,Android,8.1,2.5,6.5,16,0,5,4.7,6.8
12204,28,Female,Student,Android,6.3,2.7,7,28,1,8.2,4.4,6.5
12205,27,Female,Student,Android,4.5,5,4.6,31,5,6.6,9.4,4.5
12206,43,Male,Student,Android,4.7,1.5,7.5,35,2,5.2,8.4,3.5
12207,37,Female,Student,Android,7.4,2.9,7.7,25,1,7.5,6.4,4.7
12208,34,Male,Professional,Android,4.8,2,6.8,31,3,8.1,8.9,4.2
12209,34,Male,Professional,Android,2.9,2.9,7.8,21,4,9.7,8,2.2
12210,21,Female,Professional,iOS,5.7,1.4,7.3,13,1,7.2,6.3,4.6
12211,22,Male,Professional,Android,6.3,4.1,5.6,33,2,7.8,5.5,4
12212,40,Male,Business Owner,iOS,8.5,4.6,8.9,38,0,7.2,4.7,6.1
12213,27,Female,Professional,Android,5.1,1.5,8.3,13,2,7.1,7.1,3.3
12214,45,Female,Professional,Android,5.1,2.9,3.9,33,3,6.5,7.7,4.8
12215,50,Male,Student,iOS,2.5,1.9,9.1,15,2,5.5,10,1.5
12216,60,Male,Student,Android,5.1,0.2,8.7,26,1,9.2,10,2
12217,43,Female,Freelancer,Android,6.5,1.9,6.3,22,0,5.3,6.8,5.3
12218,46,Female,Freelancer,iOS,6.5,3.4,6.9,13,4,6.5,8.2,5.2
12219,44,Female,Freelancer,Android,7,0.2,7.1,30,0,4.4,6.5,4.8
12220,35,Male,Freelancer,Android,5,3.2,9.9,5,0,8.6,8.6,1
12221,57,Female,Student,Android,8.2,0.8,8.4,21,4,2.5,7.2,5.2
12222,27,Male,Professional,Android,5.7,3.4,8.1,29,1,4.6,7.5,3.1
12223,59,Female,Freelancer,Android,8.8,3.4,5.6,34,2,7.2,6.3,7
12224,22,Male,Professional,iOS,7.9,2.9,5.9,32,2,9.5,6,7.9
12225,27,Female,Business Owner,iOS,6,1.1,7.1,25,3,5.7,7.3,5.1
12226,38,Male,Professional,Android,1.8,1.2,5.6,34,2,4.6,9.1,1.1
12227,41,Female,Professional,iOS,5.5,1.9,6.7,32,0,1,6.5,4.9
12228,55,Male,Business Owner,iOS,7.1,1.7,6,19,2,8.4,7.6,6
12229,20,Female,Professional,Android,7,2.4,7.1,8,3,6.5,4.3,6.1
12230,57,Female,Business Owner,Android,5.2,3,7.9,8,1,4.4,7.6,3.4
12231,48,Male,Student,iOS,4.5,3.3,5.5,10,1,5.5,9.2,1.9
12232,58,Male,Professional,iOS,2.5,3.9,7.6,11,2,5.8,9.9,2
12233,54,Male,Student,iOS,4,0.5,7.3,6,2,5.8,8.2,2.3
12234,19,Male,Professional,iOS,2.7,2.2,8.3,14,4,9.2,9.2,2.9
12235,19,Male,Student,iOS,5.4,1.6,7.2,10,1,4.2,7.1,2.5
12236,56,Female,Student,Android,4.8,3.8,7.9,25,0,9,7.4,2.7
12237,59,Female,Professional,iOS,3.2,1.8,8.8,5,2,5.2,10,1.9
12238,51,Female,Professional,Android,4.7,3.9,7.8,16,1,6.4,9.2,2.2
12239,59,Male,Business Owner,Android,10.2,0.6,6.9,6,2,7.6,6.3,6.1
12240,37,Male,Student,Android,3.2,3.4,6.2,22,4,6.4,9.4,2.6
12241,50,Female,Freelancer,Android,4.2,1.8,7.2,10,2,6.9,9,3.8
12242,21,Female,Student,iOS,4.9,1.8,7.2,24,2,6.2,6.9,4.2
12243,28,Male,Freelancer,Android,5.6,2.3,7.7,36,2,4,9.3,3.7
12244,59,Male,Professional,Android,6.7,1.9,7.1,27,0,8.8,7.2,4.7
12245,22,Male,Freelancer,Android,4.9,0.9,7.4,6,0,6.6,6,2.3
12246,42,Male,Student,iOS,6.6,3.2,7,5,1,4.6,6.1,5.7
12247,54,Female,Professional,iOS,4.4,2.4,5.5,35,2,10.1,8.7,3.6
12248,51,Male,Student,iOS,6.9,0.7,5.6,37,5,5.7,7.3,6
12249,26,Female,Student,Android,3,1.6,5.4,29,3,8.5,8,3.3
12250,23,Female,Freelancer,Android,8.5,2.6,6.7,33,3,7.4,5.9,3.4
12251,35,Female,Student,iOS,3.7,4.2,7.4,28,6,7.3,9.4,3.3
12252,31,Male,Professional,Android,6.9,0.7,6.1,22,1,4.9,6,4.4
12253,36,Male,Professional,iOS,3.5,2.5,9.2,34,4,4.6,10,2.2
12254,31,Male,Professional,Android,4.1,3,5.4,12,3,5.7,9.2,4.5
12255,57,Male,Student,iOS,4.7,2.4,5.8,18,3,7.7,6.2,5.9
12256,34,Female,Professional,Android,2.6,4.2,5.5,22,4,5.3,10,1.3
12257,52,Male,Professional,Android,7.1,3.3,5.6,33,1,6.8,4.8,5.6
12258,46,Female,Freelancer,Android,4,3.7,8.1,18,5,8.7,7.1,2.8
12259,59,Female,Student,iOS,7.6,0.8,6.2,28,3,8.5,1.4,5.1
